End date,Logic %,CoWoS %,HBM %
2024-03-31,5.623164436474233,87.12635478329733,67.2012053246217
2024-06-30,5.873393372151208,84.4654292968423,66.01812966126539
2024-09-30,7.515705039163079,86.51334623219353,67.991085501871
2024-12-31,8.404039436411114,97.60022081791567,64.47313963371603
2025-03-31,10.567927410676987,98.59455005196364,85.43347882921344
2025-06-30,9.250526759066041,83.2814883080278,79.93622870196901
2025-09-30,10.144149581355437,85.71824757543234,92.07474524877634
2025-12-31,11.686201072645343,84.26675159237965,96.52377305349457
2026-03-31,0.0,0.0,0.0
